actor_id,identifier,datasource_id,namespace
ECCC_G10241:5493002HWKHG11IPOG10,ECCC_G10241:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10242:5493002HWKHG11IPOG10,ECCC_G10242:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10711:5493009UL1CFLQ2GMZ46,ECCC_G10711:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11145:5493009UL1CFLQ2GMZ46,ECCC_G11145:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11330:5493009UL1CFLQ2GMZ46,ECCC_G11330:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11538:5493009UL1CFLQ2GMZ46,ECCC_G11538:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12155:5493009UL1CFLQ2GMZ46,ECCC_G12155:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12178:5493009UL1CFLQ2GMZ46,ECCC_G12178:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12205:5493009UL1CFLQ2GMZ46,ECCC_G12205:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12256:5493009UL1CFLQ2GMZ46,ECCC_G12256:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12266:5493009UL1CFLQ2GMZ46,ECCC_G12266:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10913:N4BHALMXL3GMZKCUON55,ECCC_G10913:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10922:N4BHALMXL3GMZKCUON55,ECCC_G10922:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10918:N4BHALMXL3GMZKCUON55,ECCC_G10918:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10923:N4BHALMXL3GMZKCUON55,ECCC_G10923:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10080:5493002HWKHG11IPOG10,ECCC_G10080:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10234:5493009UL1CFLQ2GMZ46,ECCC_G10234:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10243:5493009UL1CFLQ2GMZ46,ECCC_G10243:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10394:5493009UL1CFLQ2GMZ46,ECCC_G10394:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10168:549300I1AHR8KMMFIS52,ECCC_G10168:549300I1AHR8KMMFIS52,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10199:549300MO45LTBPAU4Z27,ECCC_G10199:549300MO45LTBPAU4Z27,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10250:549300MO45LTBPAU4Z27,ECCC_G10250:549300MO45LTBPAU4Z27,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10251:549300MO45LTBPAU4Z27,ECCC_G10251:549300MO45LTBPAU4Z27,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10255:549300MO45LTBPAU4Z27,ECCC_G10255:549300MO45LTBPAU4Z27,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10209:529900L1EHUYOIRVR143,ECCC_G10209:529900L1EHUYOIRVR143,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10278:549300MO45LTBPAU4Z27,ECCC_G10278:549300MO45LTBPAU4Z27,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10361:ZRPT83FLC26QOUQ8DT58,ECCC_G10361:ZRPT83FLC26QOUQ8DT58,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11251:5493007F4QFHW2NTYS81,ECCC_G11251:5493007F4QFHW2NTYS81,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10084:549300MO45LTBPAU4Z27,ECCC_G10084:549300MO45LTBPAU4Z27,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10258:549300183M7GYZ90QS57,ECCC_G10258:549300183M7GYZ90QS57,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10019:54930076R7DSUQLIJE29,ECCC_G10019:54930076R7DSUQLIJE29,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10271:549300QIZNVNHW2M3G58,ECCC_G10271:549300QIZNVNHW2M3G58,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10273:5493009981WBHS86CJ89,ECCC_G10273:5493009981WBHS86CJ89,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10302:5493004Z9TCQW68YVL89,ECCC_G10302:5493004Z9TCQW68YVL89,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10330:54930030MPVYJ0MTAS08,ECCC_G10330:54930030MPVYJ0MTAS08,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10343:549300ZX1Z8QGWASPX54,ECCC_G10343:549300ZX1Z8QGWASPX54,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10864:549300ZX1Z8QGWASPX54,ECCC_G10864:549300ZX1Z8QGWASPX54,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10975:549300ZX1Z8QGWASPX54,ECCC_G10975:549300ZX1Z8QGWASPX54,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11211:549300ZX1Z8QGWASPX54,ECCC_G11211:549300ZX1Z8QGWASPX54,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10346:JSP0TNC596XKLBPR0Y26,ECCC_G10346:JSP0TNC596XKLBPR0Y26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10355:5493005QJZPINYFP3420,ECCC_G10355:5493005QJZPINYFP3420,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10358:549300G5NNL3OGZRXK45,ECCC_G10358:549300G5NNL3OGZRXK45,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10360:ZRPT83FLC26QOUQ8DT58,ECCC_G10360:ZRPT83FLC26QOUQ8DT58,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10366:254900S2XROLM5WUR914,ECCC_G10366:254900S2XROLM5WUR914,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10376:549300FCRH8BIELHLK38,ECCC_G10376:549300FCRH8BIELHLK38,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11162:549300FCRH8BIELHLK38,ECCC_G11162:549300FCRH8BIELHLK38,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10527:549300JVK4B3OCNPFG14,ECCC_G10527:549300JVK4B3OCNPFG14,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10545:549300PTBTWUDQPGRE86,ECCC_G10545:549300PTBTWUDQPGRE86,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11173:5493005C3MRGJI6ZZF14,ECCC_G11173:5493005C3MRGJI6ZZF14,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11186:5493005C3MRGJI6ZZF14,ECCC_G11186:5493005C3MRGJI6ZZF14,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11913:5493005C3MRGJI6ZZF14,ECCC_G11913:5493005C3MRGJI6ZZF14,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10427:549300LM7VO08PVE7165,ECCC_G10427:549300LM7VO08PVE7165,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10456:CZ72ZHBVKZXQRV3XFE26,ECCC_G10456:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10676:CZ72ZHBVKZXQRV3XFE26,ECCC_G10676:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10942:CZ72ZHBVKZXQRV3XFE26,ECCC_G10942:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10943:CZ72ZHBVKZXQRV3XFE26,ECCC_G10943:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10944:CZ72ZHBVKZXQRV3XFE26,ECCC_G10944:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10945:CZ72ZHBVKZXQRV3XFE26,ECCC_G10945:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10947:CZ72ZHBVKZXQRV3XFE26,ECCC_G10947:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11207:CZ72ZHBVKZXQRV3XFE26,ECCC_G11207:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11464:CZ72ZHBVKZXQRV3XFE26,ECCC_G11464:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11539:CZ72ZHBVKZXQRV3XFE26,ECCC_G11539:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11907:CZ72ZHBVKZXQRV3XFE26,ECCC_G11907:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11908:CZ72ZHBVKZXQRV3XFE26,ECCC_G11908:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10946:CZ72ZHBVKZXQRV3XFE26,ECCC_G10946:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11905:CZ72ZHBVKZXQRV3XFE26,ECCC_G11905:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10747:CZ72ZHBVKZXQRV3XFE26,ECCC_G10747:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10467:8ZVIH12NGFM5URTOES98,ECCC_G10467:8ZVIH12NGFM5URTOES98,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10620:VFIHQZIFDSYYZFB4MS14,ECCC_G10620:VFIHQZIFDSYYZFB4MS14,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10909:VFIHQZIFDSYYZFB4MS14,ECCC_G10909:VFIHQZIFDSYYZFB4MS14,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10776:549300MG32TDSM60SX75,ECCC_G10776:549300MG32TDSM60SX75,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10847:549300UCIWUSZZYHYW84,ECCC_G10847:549300UCIWUSZZYHYW84,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11319:N4BHALMXL3GMZKCUON55,ECCC_G11319:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10920:5493009GMSB2VESBDR34,ECCC_G10920:5493009GMSB2VESBDR34,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10929:5493007BP7SN5IQL5G42,ECCC_G10929:5493007BP7SN5IQL5G42,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10931:5493007BP7SN5IQL5G42,ECCC_G10931:5493007BP7SN5IQL5G42,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10954:529900TR69X5FFZ6K955,ECCC_G10954:529900TR69X5FFZ6K955,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11119:5493002NPV85N4GKF844,ECCC_G11119:5493002NPV85N4GKF844,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12296:254900CX4FIIDFHO6182,ECCC_G12296:254900CX4FIIDFHO6182,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12298:PRAQ4VOSFIK7OQ8Z2512,ECCC_G12298:PRAQ4VOSFIK7OQ8Z2512,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10077:PRAQ4VOSFIK7OQ8Z2512,ECCC_G10077:PRAQ4VOSFIK7OQ8Z2512,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10078:PRAQ4VOSFIK7OQ8Z2512,ECCC_G10078:PRAQ4VOSFIK7OQ8Z2512,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G12366:254900CX4FIIDFHO6182,ECCC_G12366:254900CX4FIIDFHO6182,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10319:549300G0W4VLC3WELV71,ECCC_G10319:549300G0W4VLC3WELV71,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10576:5493007F4QFHW2NTYS81,ECCC_G10576:5493007F4QFHW2NTYS81,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10574:5493007F4QFHW2NTYS81,ECCC_G10574:5493007F4QFHW2NTYS81,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11917:5493007F4QFHW2NTYS81,ECCC_G11917:5493007F4QFHW2NTYS81,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10018:5493002HWKHG11IPOG10,ECCC_G10018:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10265:5493002HWKHG11IPOG10,ECCC_G10265:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10349:5493002HWKHG11IPOG10,ECCC_G10349:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10345:5493002HWKHG11IPOG10,ECCC_G10345:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11920:5493002HWKHG11IPOG10,ECCC_G11920:5493002HWKHG11IPOG10,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10562:549300QUFIU3WKO98O62,ECCC_G10562:549300QUFIU3WKO98O62,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11321:5493002LQV1DCOPQHR04,ECCC_G11321:5493002LQV1DCOPQHR04,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G11212:549300KV0RHWDY3ZW261,ECCC_G11212:549300KV0RHWDY3ZW261,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10699:549300KV0RHWDY3ZW261,ECCC_G10699:549300KV0RHWDY3ZW261,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10642:549300KV0RHWDY3ZW261,ECCC_G10642:549300KV0RHWDY3ZW261,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10204:549300VU2OWM86LFP557,ECCC_G10204:549300VU2OWM86LFP557,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10237:549300VU2OWM86LFP557,ECCC_G10237:549300VU2OWM86LFP557,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10237:549300HS6LC2Q5HWA620,ECCC_G10237:549300HS6LC2Q5HWA620,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10023:549300VU2OWM86LFP557,ECCC_G10023:549300VU2OWM86LFP557,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10155:549300HS6LC2Q5HWA620,ECCC_G10155:549300HS6LC2Q5HWA620,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10156:549300HS6LC2Q5HWA620,ECCC_G10156:549300HS6LC2Q5HWA620,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10371:549300HS6LC2Q5HWA620,ECCC_G10371:549300HS6LC2Q5HWA620,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10656:549300HS6LC2Q5HWA620,ECCC_G10656:549300HS6LC2Q5HWA620,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10425:2549003MR3W2EFW61T28,ECCC_G10425:2549003MR3W2EFW61T28,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10478:549300TKZ4DLFLQ6H023,ECCC_G10478:549300TKZ4DLFLQ6H023,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10233:08IRJODWFYBI7QWRGS31,ECCC_G10233:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10110:5493005WD1ZK6WBVR988,ECCC_G10110:5493005WD1ZK6WBVR988,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10385:54930071Y8KNRMS4OP09,ECCC_G10385:54930071Y8KNRMS4OP09,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10016:YDHER8SKF7V7YW8KZB55,ECCC_G10016:YDHER8SKF7V7YW8KZB55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10287:YDHER8SKF7V7YW8KZB55,ECCC_G10287:YDHER8SKF7V7YW8KZB55,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10189:549300WER23TDUKKMC85,ECCC_G10189:549300WER23TDUKKMC85,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10308:2138007ZSQ7B17SKOX77,ECCC_G10308:2138007ZSQ7B17SKOX77,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10350:549300WER23TDUKKMC85,ECCC_G10350:549300WER23TDUKKMC85,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10145:54930010KSPD8P06YF46,ECCC_G10145:54930010KSPD8P06YF46,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10217:5493003PRX4V79CH9189,ECCC_G10217:5493003PRX4V79CH9189,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10099:5493003PRX4V79CH9189,ECCC_G10099:5493003PRX4V79CH9189,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10294:529900S0DEXF0NOKQG75,ECCC_G10294:529900S0DEXF0NOKQG75,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10066:549300YUW6N7RXHA4T37,ECCC_G10066:549300YUW6N7RXHA4T37,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10079:549300BWBQRZ10314H05,ECCC_G10079:549300BWBQRZ10314H05,ECCC_GHGRP:2022-04-14,LOCODE_LEI
ECCC_G10141:549300EI29EKHZ6OGZ48,ECCC_G10141:549300EI29EKHZ6OGZ48,ECCC_GHGRP:2022-04-14,LOCODE_LEI
